Goal Type,User ID,Portfolio ID,Region,ID
RETIREMENT,SG598f094aa471e5000be04692,SG92dcfa6e-13b2-40bc-92e4-7ab1be6b1980,SG,598f0a415afffc0009f2df26
RETIREMENT,SG598f0939a471e5000be0468e,SG974c11e5-c342-428c-b319-dd63e998e697,SG,598f0be3a471e5000be046a4
GENERAL_INVESTING,SG598f1bb55afffc0009f2df35,SGd7fc5de2-9d00-4bdf-9770-1d5a04b023d3,SG,598f1c39a471e5000be046b6
GENERAL_INVESTING,SG598f1bb55afffc0009f2df35,SGac54cdf6-f86b-4073-a967-689ea70cfd4d,SG,598f1d1e5afffc0009f2df3a
GENERAL_INVESTING,SG598f227f5afffc0009f2df41,SGe536c69b-5daf-4f8b-8245-6bd9a19647ed,SG,598f22d85afffc0009f2df45
GENERAL_INVESTING,SG598f24ab5afffc0009f2df4f,SG460a5b86-8ebe-429f-98e6-002a41e11d28,SG,598f24dd5afffc0009f2df54
GENERAL_INVESTING,SG598f4e15a471e5000be046c4,SG8a793763-bfcf-46af-8831-53934316f73c,SG,598f4e755afffc0009f2df5e
GENERAL_INVESTING,SG598f9bc75afffc0009f2df67,SG7da84df2-e63a-4081-8845-21a9b1187ad7,SG,598f9c5e5afffc0009f2df6c
GENERAL_INVESTING,SG598fa648a471e5000be046d2,SG7bd5e75e-6043-45c9-abc0-f0f0aea96ae3,SG,598fa6bea471e5000be046d7
GENERAL_INVESTING,SG598fb998a471e5000be046e5,SGf307bf92-7ce1-492b-acbc-f136be8714a6,SG,598fba615afffc0009f2df7b
RETIREMENT,SG598fba2a5afffc0009f2df77,SGedee5004-523b-467f-975b-158024f85fae,SG,598fbaef5afffc0009f2df81
GENERAL_INVESTING,SG598fbc44a471e5000be046f2,SG1f192fee-fe39-4b72-b948-ac5748c797b0,SG,598fbca1a471e5000be046f7
GENERAL_INVESTING,SG598fc2935afffc0009f2df99,SGb844d2d6-4a05-4cca-ad49-c34a05c6903e,SG,598fc36b5afffc0009f2df9d
GENERAL_INVESTING,SG598fd11aa471e5000be04710,SG5acd04a6-36d4-42cd-91d9-9246a19774ed,SG,598fd2ef5afffc0009f2dfa7
RETIREMENT,SG598fdc83a471e5000be04721,SGcd86a0d7-06cb-4536-b4d7-33393ee25726,SG,598fdd35a471e5000be04725
GENERAL_INVESTING,SG598fe7ae5afffc0009f2dfbb,SG6fbc92a3-3a9f-43cb-b6af-a0b00e0ba796,SG,598fe876a471e5000be04731
RETIREMENT,SG598f9bc75afffc0009f2df67,SGec2893ec-c107-4608-aeab-cbe9dd255e26,SG,598ff4a2a471e5000be0473c
BUY_A_HOME,SG598ff9b5a471e5000be04746,SG3ff05168-35dd-497d-aca0-cd640c7b8b36,SG,598ffa49a471e5000be0474f
GENERAL_INVESTING,SG598ffa02a471e5000be0474b,SG8c520cce-d03d-4fa1-a40b-e1e4c34cb9cd,SG,598ffab95afffc0009f2dfc8
CHILD_EDUCATION,SG598ffacf5afffc0009f2dfcd,SGafddc998-6b49-4ef6-9c73-0906a853364a,SG,598ffbd1a471e5000be04758
GENERAL_INVESTING,SG598ffb66a471e5000be04754,SGd51a49ce-c901-4dbd-8e74-350fd313297b,SG,598ffc055afffc0009f2dfd3
RETIREMENT,SG598f9bc75afffc0009f2df67,SG3cc9c0e8-1cb2-43bc-a3cf-23a4da6b88f4,SG,598fff24a471e5000be04764
GENERAL_INVESTING,SG598ffacf5afffc0009f2dfcd,SG29af9e29-982b-4417-a1e3-e26bc345abc8,SG,5990002aa471e5000be0476a
RETIREMENT,SG598f9bc75afffc0009f2df67,SGb70a6cc1-fe1b-4f38-b130-93dcdad900b4,SG,59900653a471e5000be04777
RETIREMENT,SG599006515afffc0009f2dfe2,SG42b07e0e-6f1d-4b6f-8c5e-64e43a8ef614,SG,59900744a471e5000be0477d
GENERAL_INVESTING,SG598f9bc75afffc0009f2df67,SGc51be38c-baf6-422b-8283-c21be512d4c9,SG,5990098a5afffc0009f2dfe9
GENERAL_INVESTING,SG598f9bc75afffc0009f2df67,SG38ce3156-a800-4a63-a945-0a7a0925c19d,SG,59900bf3a471e5000be04789
RETIREMENT,SG59900f70a471e5000be0478f,SGa1c28cc6-e7d6-418e-b7f7-43b988acec89,SG,599010305afffc0009f2dff5
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SGc265eea7-e500-4c8b-ba4b-0302cd8b2fec,SG,59901551a471e5000be04794
RETIREMENT,SG599015805afffc0009f2e001,SG743ab2f0-bb5b-4435-9d8f-6080f6767148,SG,599015fda471e5000be0479a
RETIREMENT,SG598f9bc75afffc0009f2df67,SG2c1303a3-acf7-439d-99c3-dc8da6a9bfaf,SG,599031cba471e5000be047be
BUY_A_HOME,SG598f9bc75afffc0009f2df67,SGa115d0cd-22f9-42d1-8228-ce01c0409ed0,SG,599036b05afffc0009f2e020
GENERAL_INVESTING,SG59903f495afffc0009f2e02a,SG5f27c319-1c4e-4588-8af9-081d0233e4df,SG,59903fb45afffc0009f2e02f
GENERAL_INVESTING,SG599042f55afffc0009f2e034,SG8bc1b634-f486-4455-b2ef-3795d152335f,SG,599043b85afffc0009f2e038
RETIREMENT,SG599048ada471e5000be047e3,SGfdc6f007-fe67-461f-93cf-2d76400b2d8c,SG,5990496ea471e5000be047e9
CHILD_EDUCATION,SG599048ada471e5000be047e3,SG6157d9c9-dd7e-43ab-82c4-6c4213f03318,SG,5990499fa471e5000be047ef
GENERAL_INVESTING,SG5990526b5afffc0009f2e065,SG5f86f755-e1e6-4043-958e-40aea270e03f,SG,59905290a471e5000be047ff
GENERAL_INVESTING,SG59905fcc5afffc0009f2e074,SG15b94bdb-5ff4-4569-916a-841d96251170,SG,599060365afffc0009f2e079
GENERAL_INVESTING,SG59906006a471e5000be0480b,SG729d7979-76f3-4383-b69b-54a77add7f56,SG,599060535afffc0009f2e07e
GENERAL_INVESTING,SG599066e0a471e5000be04817,SG0308155e-f3ce-47c6-8376-288195125526,SG,5990672a5afffc0009f2e086
RETIREMENT,SG59906e6d5afffc0009f2e092,SG6902616f-f0e4-46db-afde-f25d69d2b37c,SG,59906f135afffc0009f2e097
GENERAL_INVESTING,SG59907b945afffc0009f2e0a6,SG01d0f95a-636c-4e2b-978b-b61931dd7be6,SG,59907be45afffc0009f2e0aa
BUY_A_HOME,SG599042f55afffc0009f2e034,SGf3c9fa2a-19df-4569-9ed9-46e509a3d098,SG,59907eec5afffc0009f2e0b0
BUY_A_HOME,SG599051735afffc0009f2e05b,SGa87a6e96-6b2c-4a84-9b4f-6eebc50ec711,SG,599092e35afffc0009f2e0c1
GENERAL_INVESTING,SG5992667e5afffc0009f2e252,SG0b4ba739-6bbd-45b0-86c4-c4e0f3726a08,SG,5992689fa471e5000be049b4
GENERAL_INVESTING,SG599275e2a471e5000be049bd,SGd458f667-c1aa-4c7c-9253-79a92168f8aa,SG,59927620a471e5000be049c3
GENERAL_INVESTING,SG5992777fa471e5000be049c9,SG28e524b1-fc66-4881-9b13-696daaec162a,SG,599277d35afffc0009f2e264
GENERAL_INVESTING,SG599285345afffc0009f2e26d,SGe3c1bbe5-cdc5-4a26-bdbf-d44b3e48476c,SG,5992859d5afffc0009f2e272
GENERAL_INVESTING,SG59928ff8a471e5000be049dc,SG4b101c00-3d53-40d0-9041-9d14287a23b2,SG,599290345afffc0009f2e285
GENERAL_INVESTING,SG599297f2a471e5000be049e1,SG55199676-094d-4ec3-a025-38692e088a91,SG,5992984ba471e5000be049e5
RETIREMENT,SG599297f2a471e5000be049e1,SGfe5c2689-8c1a-493d-a0be-833da0bb52ac,SG,5992988ea471e5000be049ea
CHILD_EDUCATION,SG599297f2a471e5000be049e1,SG87fc133a-8cf5-4374-b0f9-22e83866d62f,SG,599298bf5afffc0009f2e28b
GENERAL_INVESTING,SG599299745afffc0009f2e290,SGe6efd643-486a-4152-b04e-c4dce96fda92,SG,599299ae5afffc0009f2e29b
GENERAL_INVESTING,SG59929988a471e5000be049ef,SGae5b9ea3-f24b-4167-8c6a-93def90d0978,SG,599299e35afffc0009f2e2a0
BUY_A_HOME,SG59929e65a471e5000be04a03,SG4f3e21e3-df5e-46b6-88f8-b9cbd1bab212,SG,5992a01d5afffc0009f2e2b1
GENERAL_INVESTING,SG59929f965afffc0009f2e2ac,SG70bd5aeb-0b00-46a1-9209-3efc7c88eb47,SG,5992a059a471e5000be04a09
GENERAL_INVESTING,SG59929e65a471e5000be04a03,SG74634247-3b3f-4611-b886-1b08d891689a,SG,5992a3725afffc0009f2e2bd
GENERAL_INVESTING,SG5992a8c65afffc0009f2e2c9,SG058b7c50-9b54-4084-9132-65be1f9cdcbf,SG,5992b6045afffc0009f2e2d5
BUY_A_HOME,SG59912947a471e5000be04884,SG2968344a-d03b-4f75-ae89-03936269e72a,SG,5992c34ba471e5000be04a3f
GENERAL_INVESTING,SG5992c4645afffc0009f2e2de,SG09fd80ec-c8bd-4e3c-87cd-2d7565c92adb,SG,5992c4e35afffc0009f2e2e7
RETIREMENT,SG5992c406a471e5000be04a46,SGca4d95fe-7076-4e4c-802e-4d18461be1d8,SG,5992c516a471e5000be04a4c
RETIREMENT,SG5992c406a471e5000be04a46,SG578dd31e-6e15-42de-be06-2d6353e5c95f,SG,5992c5175afffc0009f2e2ec
RETIREMENT,SG5992c4b15afffc0009f2e2e3,SG662ca846-286c-44cf-993c-423b5ca07327,SG,5992c51ca471e5000be04a51
GENERAL_INVESTING,SG5992d6f2a471e5000be04a67,SGf51880ee-433f-42f7-b033-610efa601bd6,SG,5992d7395afffc0009f2e309
GENERAL_INVESTING,SG5992dbe25afffc0009f2e310,SGa2ff26da-8d58-4e58-95cf-3a592b008822,SG,5992dcffa471e5000be04a70
GENERAL_INVESTING,SG5992ea3ca471e5000be04a7d,SG74481c0b-1047-46bb-82d2-fb56cc184abe,SG,5992eb8a5afffc0009f2e31f
BUY_A_HOME,SG5992edb75afffc0009f2e325,SGd44e8b44-3071-423f-87f7-41e7d2dc4b3b,SG,5992ee595afffc0009f2e32d
GENERAL_INVESTING,SG5992f0405afffc0009f2e336,SG75536c81-36d8-4017-afcc-f22e1f5b8328,SG,5992f0e25afffc0009f2e33c
GENERAL_INVESTING,SG5992f0195afffc0009f2e332,SGed4711f5-cf1a-47d2-b9ff-1f80beb22e15,SG,5992f14ea471e5000be04a8c
GENERAL_INVESTING,SG5992c4b15afffc0009f2e2e3,SGadaca4c1-495a-4d4e-8a8b-369014ce5a6d,SG,599380435afffc0009f2e399
BUY_A_HOME,SG5992c4b15afffc0009f2e2e3,SG49b437c3-df88-48b9-978d-87d7edfe8a73,SG,59938675a471e5000be04b00
GENERAL_INVESTING,SG59867b37078d11000a1462fb,SG465ad2fb-b2f1-4130-a05e-b98b85b623d3,SG,59accb69b345b3000adb3831
EMERGENCY_FUND,SG598f0939a471e5000be0468e,SG5397016a-1a62-438f-8078-47929d7b74b6,SG,59d1680f3025290009e4b11b
RETIREMENT,SG598699c8078d11000a14635d,SG7b96d668-c46f-4664-940b-8655064cd908,SG,59da3ba1e6feb0000906f1df
RETIREMENT,SG59912f945afffc0009f2e105,SGc2fe65f0-29b4-42a9-8e16-ed16604b6512,SG,59f883b4600a58000a9267f2
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG66b978fc-7b3d-4f11-b74f-9992ebdfdcd4,SG,5a5e1d4d39e666000afe128c
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG084743db-aa40-470a-ad1e-24968320ad13,SG,5a5e1d8e38ad34000ac71c4c
RETIREMENT,SG598699c8078d11000a14635d,SG6dc8e192-d54b-4ba1-bb49-5387a884e50b,SG,5ab4b05bd74894000a09f21c
RETIREMENT,SG59869008078d11000a146335,SG50bbe6ab-bfac-4884-b9ff-fbbd80c54ede,SG,5b8607d4258ff60007497803
RETIREMENT,SG598699c8078d11000a14635d,SG133b6523-3f54-479e-8bdf-18d18e401cc0,SG,5b9ddd06bd87bd00079b4e8e
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG145171a7-38c5-414b-96b4-ddc6ccdbd878,SG,5c06a8033832850007e65ae7
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG423b9039-fa0e-41c7-97bf-d1b2db344eab,SG,5c11f7fbbba47300072d9bce
GENERAL_INVESTING,SG598f0939a471e5000be0468e,SGe4abe822-9689-4fc1-b51b-d4e0361adec1,SG,5c7387640de28d00074a5897
GENERAL_INVESTING,SG59866fb8840fe0000b234493,SG9b3f2784-25e7-4d91-85c8-278e43835bf1,SG,5cfd34ee762128000777897b
GENERAL_INVESTING,SG59866fb8840fe0000b234493,SGe0f9b224-485b-49a9-b808-7c2e273b5732,SG,5d31f6e61c45010007e717f4
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG440c3b3a-3231-434f-b66f-f575ca639f2b,SG,5d60363e8d6637000716a9ad
RETIREMENT,SG59907b945afffc0009f2e0a6,SG85861f70-7f5f-4aae-bdef-5a96237e6b91,SG,5d786302a4f05400073130c6
GENERAL_INVESTING,SG59907b945afffc0009f2e0a6,SG29b5e653-0154-4c3a-854f-3b60d5f7d80b,SG,5d78638a52792c00076106d4
RETIREMENT,SG59907b945afffc0009f2e0a6,SG050986fb-096e-42a2-b1e5-f74659e80abd,SG,5d798f78a4cf380007916e32
INCOME,SG59929988a471e5000be049ef,SGcf6906de-f2c2-4661-877c-4069a9826360,SG,5d7a5f2447aab8000a72f0e3
INCOME,SG5992a8c65afffc0009f2e2c9,SG0c15922e-2cec-4c81-97fa-7af92efe8fab,SG,5d9407ff857e4e00079336f4
MMF,SG59867137078d11000a1462e2,SG4306a26d-1180-4965-ba6b-d00206576aae,SG,5dd1e4ac564a990008fce5cb
MMF,SG5992a8c65afffc0009f2e2c9,SGc6aef4ca-6f53-4c1a-8896-055ee1d57866,SG,5dd1fba568dfb7000a839ec8
MMF,SG598f0939a471e5000be0468e,SGe8ed18d4-bc7a-4a4a-9a3a-a1f8a3567a02,SG,5dd231e62c0ee400070d8f72
MMF,SG5992c4b15afffc0009f2e2e3,SG3eab6bc0-e187-467c-bcc3-280e05810de0,SG,5ddb6e2e87fb9a0008b8173d
MMF,SG59912947a471e5000be04884,SG14a674a8-c456-4af8-b484-0b68b11359fc,SG,5df6f1d4d60efa000832d0b8
INCOME,SG598f9bc75afffc0009f2df67,SG040cb6cf-198f-478a-bb7e-584fa649ddca,SG,5e491de23f86370007992e21
MMF,SG599275e2a471e5000be049bd,SGe7f23278-14e3-4d5a-a455-4a2d03906689,SG,5e61982f05d178000987a71e
GENERAL_INVESTING,SG599051735afffc0009f2e05b,SG148f3e66-26c7-4251-8a83-a092b3b8adf1,SG,5990998b5afffc0009f2e0c8
GENERAL_INVESTING,SG59911233a471e5000be04856,SG209a5727-d3dd-4350-b0d1-3daf6070800c,SG,599112eca471e5000be0485a
RETIREMENT,SG599122fea471e5000be04873,SGe3f9ac3a-2fc0-4832-b0ea-b0e827b7f7b0,SG,59912348a471e5000be04877
GENERAL_INVESTING,SG59913163a471e5000be04893,SG4df4ef29-c3a6-4d12-b0e8-e3c0b5724ac4,SG,599131d15afffc0009f2e10b
GENERAL_INVESTING,SG599134dc5afffc0009f2e110,SG272e41c1-54f8-470b-8749-bcc7d28ac85e,SG,5991356c5afffc0009f2e115
GENERAL_INVESTING,SG59913536a471e5000be0489b,SG525bc4ad-a29f-4673-87a7-3823c3e00041,SG,5991357a5afffc0009f2e11a
GENERAL_INVESTING,SG59912947a471e5000be04884,SGfca3b835-7ca9-4c84-b27d-f9d7d2493bd1,SG,59914afe5afffc0009f2e147
EMERGENCY_FUND,SG598ee8595afffc0009f2df0b,SG36f5e30a-d3f0-4a09-b584-1db4aa72bcb4,SG,59cdae8d8c4d3a000c621c29
TRAVEL,SG59906006a471e5000be0480b,SGee924b4b-9d0b-4b1d-8a7a-bc26416b051f,SG,5a0af699887802000aeec177
GENERAL_INVESTING,SG598699c8078d11000a14635d,SG5a31efd6-47b6-47b6-be3b-23c4dee2f748,SG,5a44e97a8285430009748675
GENERAL_INVESTING,SG598fb998a471e5000be046e5,SGfa51e44b-d36a-404c-b573-4a6ed9e3f8fb,SG,5a6401df776e0e000b7bf5c8
RETIREMENT,SG598f0939a471e5000be0468e,SG2afe8dbd-23e5-41e1-9c23-383638b545b0,SG,5ae902c7fbe42a000bacc520
CHILD_EDUCATION,SG598fb998a471e5000be046e5,SG951b664e-932b-4343-b818-fc4fbee40db0,SG,5b757a7c47446b0007b43f32
GENERAL_INVESTING,SG5986a9ea840fe0000b23452f,SG75ee3455-f46a-4e66-b6f2-8b262a52ffeb,SG,5b93573aa045c60006e47a6d
GENERAL_INVESTING,SG59906006a471e5000be0480b,SGe0985698-e0fa-4637-9fa4-c18089b22f12,SG,5b949d43a045c60006e48239
RETIREMENT,SG5992c4b15afffc0009f2e2e3,SG0b4c3658-413d-415d-aef1-4c88214e5258,SG,5c56f007d58ed90007e51135
RETIREMENT,SG5986d8e8078d11000a1463ea,SG37af839b-ee5e-42d4-8136-b8f98c262b75,SG,5d1cc84c5976270007b1921c
GENERAL_INVESTING,SG5986d8e8078d11000a1463ea,SGe4d09729-4a4b-4978-a72a-c28a4f9a0c63,SG,5d1ccd805976270007b1925d
GENERAL_INVESTING,SG598f0939a471e5000be0468e,SG8d0a75c2-7730-4c0d-8620-0f6c1b3acb88,SG,5d527b787e5be20007716437
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG9a4a3d6f-97a3-499f-8d0c-6dcf0c634d17,SG,5d6a2ca8aaaa9e000775767e
GENERAL_INVESTING,SG59907b945afffc0009f2e0a6,SG90cab993-ba6a-42bc-979e-2a5736feff45,SG,5d790b3ca4cf3800079166a2
MMF,SG598699c8078d11000a14635d,SG085d6217-635f-4658-831f-7d0b64f9323b,SG,5dd1e11d68dfb7000a839bd0
MMF,SG599014ea5afffc0009f2dffc,SG0fa397b8-d525-4273-8035-9bd273f0db30,SG,5dd1f3871886920008d0b91f
MMF,SG59866fb8840fe0000b234493,SG1f6fa34f-e00b-49ea-8901-63e9ca27a70d,SG,5dd2db6310d5700008e5d3c4
MMF,SG59867b37078d11000a1462fb,SG3fe3f0f4-adee-47e5-9873-90a2ffcbb6e0,SG,5e5dcd5d268c85000813ca0b
INCOME,SG59912f945afffc0009f2e105,SGa38c6ba8-cc86-496d-aebc-d2ae8ff596f1,SG,5ecdf1bf6cb84e0009f2ee33
TRAVEL,SG5986addf078d11000a14639f,SG7c675640-b559-4534-a940-3b2eb6a32458,SG,5eee38faae2ff00009b87018
EMERGENCY_FUND,SG59912f945afffc0009f2e105,SG94267ba4-e420-4f0d-92c7-ba40b6cd91e9,SG,59f89843de126a000a9f1ba6
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SGf9c20117-dea4-49e5-95b4-a80461e20fcb,SG,5a6c81ed6c33650009d33594
GENERAL_INVESTING,SG599014ea5afffc0009f2dffc,SG266b6cb2-3dc2-458c-b374-34d42a272ddd,SG,5a6c853bf74dfe000aad3509
TRAVEL,SG59867b37078d11000a1462fb,SG04a03394-131c-4a89-aa08-5940dd48a1d8,SG,5a8375d9cdd56e00092ed1f3
GENERAL_INVESTING,SG598699c8078d11000a14635d,SG99d08fa2-eb64-44b7-8790-84a21931c9a4,SG,5aac8c1e000757000a8a1670
GENERAL_INVESTING,SG59867137078d11000a1462e2,SG677c91a3-6a2e-4db7-95b1-966abce93f75,SG,5b75497ea5a5d50007cf8193
GENERAL_INVESTING,SG598f0939a471e5000be0468e,SGabda7367-9f1c-45a4-8f61-88aa1fa0db15,SG,5b778ece47446b0007b44e8e
GENERAL_INVESTING,SG598699c8078d11000a14635d,SGebe06e3c-9cbb-4e07-9f7e-eebb51cc1d6a,SG,5bb408a49a06c700073b743a
BUY_A_HOME,SG599042f55afffc0009f2e034,SGcb75cc92-e809-409b-ae5f-d94d8d2f0182,SG,5c0384aa224d2d0007dfa7dc
EMERGENCY_FUND,SG59912f945afffc0009f2e105,SGf14e7614-d96e-419b-810c-aac483a12c2f,SG,5c46b745ff245a000722bb7a
GENERAL_INVESTING,SG5986a9ea840fe0000b23452f,SGab75bb2d-71f7-4515-a16e-e0e905862672,SG,5c5a11a6d58ed90007e52110
GENERAL_INVESTING,SG59912f945afffc0009f2e105,SGbb96fe75-9293-4f9b-8c2c-48c6590b72b6,SG,5c9e405bbaf66a0007035486
TRAVEL,SG5986b688840fe0000b234549,SGb74f39fd-1750-4449-b1fe-f01291bab2c2,SG,5ca0df517facc70007a814f7
GENERAL_INVESTING,SG59912f945afffc0009f2e105,SG62248646-d04a-4c99-b560-e74f04fedf3e,SG,5d54f6995096090007179f57
GENERAL_INVESTING,SG598f0939a471e5000be0468e,SGc9c7f348-0919-4438-827e-bb64486c14dc,SG,5d677f26ee0c2400074cde0c
MMF,SG59912f945afffc0009f2e105,SG84e7cecd-9581-47a0-8457-bd1e5115124f,SG,5dd4fb24d7f4b6000942f927
GENERAL_INVESTING,SG598ffb66a471e5000be04754,SG74300b37-a077-4e96-96fd-448ee9df4cdd,SG,5ddfa74615f5300008f951fa
GENERAL_INVESTING,SG599042f55afffc0009f2e034,SG22f45934-6e18-4e4e-bd9a-533d14932793,SG,5dedd18f4dff5e00087d50d7
GENERAL_INVESTING,SG599042f55afffc0009f2e034,SG982f3ff2-102a-4b68-85b0-de3a6e8ea763,SG,5dedd23644ee0000086bc3f6
RETIREMENT,SG59907b945afffc0009f2e0a6,SGe1498e32-5a2c-45fa-98a0-9171b3a89fbc,SG,5e33633aa904700008ede72b
GENERAL_INVESTING,SG59907b945afffc0009f2e0a6,SG44a83966-c962-45b9-91c9-6a92fde14ee6,SG,5e3363d55f3c520009b46ce1
GENERAL_INVESTING,SG5992a8c65afffc0009f2e2c9,SGbb1c585d-4143-4f2e-add4-e4481efa0208,SG,5eb1390f4810d2000d34d47b
MMF,SG59900f70a471e5000be0478f,SG6184bfa1-0109-4e80-a990-dd519f35c372,SG,5ed2623841b2b40009190a00
GENERAL_INVESTING,SG5986addf078d11000a14639f,SG40e65b53-10d9-484f-be67-030c3a3f0a64,SG,5eeeeca4573b53000940351c
GENERAL_INVESTING,SG5986addf078d11000a14639f,SG5fcde54f-be99-4dcd-b366-752b48339c99,SG,5eeeecff5b8988000985d948
GENERAL_INVESTING,SG5986b6b9078d11000a1463b4,SG2b216e23-88d4-4031-8e92-eb7facbdfbd9,SG,5f24352691e448000934250b
